commodity,period,prices,region,season,timeslice,units_prices,year
ser.space-heat.high-consumption,Day,,UK,A,13,0,2010
ser.space-heat.low-consumption,Day,,UK,A,13,0,2010
ser.lighting.office,Day,,UK,A,13,0,2010
ser.lighting.other,Day,,UK,A,13,0,2010
ser.other,Day,,UK,A,13,0,2010
ser.refrigeration,Day,,UK,A,13,0,2010
ser.hot-water.high-consumption,Day,,UK,A,13,0,2010
ser.hot-water.low-consumption,Day,,UK,A,13,0,2010
CO2f,Day,,UK,A,13,0,2010
kerosene,Day,,UK,A,13,18.21616657,2010
res.cooking.other,Day,,UK,A,13,0,2010
res.cooking.hobs,Day,,UK,A,13,0,2010
res.cooking.ovens,Day,,UK,A,13,0,2010
res.consumer-electronics.tv,Day,,UK,A,13,0,2010
res.freezers,Day,,UK,A,13,0,2010
res.cooling,Day,,UK,A,13,0,2010
res.computers,Day,,UK,A,13,0,2010
res.refrigerators,Day,,UK,A,13,0,2010
res.lighting,Day,,UK,A,13,0,2010
res.other,Day,,UK,A,13,0,2010
res.wet.appliances,Day,,UK,A,13,0,2010
res.space-heat.existing-average,Day,,UK,A,13,0,2010
res.space-heat.new-average,Day,,UK,A,13,0,2010
res.hot-water.existing-average,Day,,UK,A,13,0,2010
res.hot-water.new-average,Day,,UK,A,13,0,2010
nga,Peak,,UK,A,14,12.552,2010
bog,Peak,,UK,A,14,10.019,2010
biomass,Peak,,UK,A,14,10.019,2010
elc,Peak,,UK,A,14,43.34267522,2010
oil,Peak,,UK,A,14,19.7944343,2010
hco,Peak,,UK,A,14,19.7944343,2010
lfo,Peak,,UK,A,14,19.7944343,2010
wood,Peak,,UK,A,14,10.019,2010
hydrogen,Peak,,UK,A,14,105.016835,2010
pellets,Peak,,UK,A,14,20.58703511,2010
solar,Peak,,UK,A,14,0.0,2010
ser.cooling.high-consumption,Peak,,UK,A,14,0,2010
ser.cooking,Peak,,UK,A,14,0,2010
ser.computing,Peak,,UK,A,14,0,2010
ser.space-heat.high-consumption,Peak,,UK,A,14,0,2010
ser.space-heat.low-consumption,Peak,,UK,A,14,0,2010
ser.lighting.office,Peak,,UK,A,14,0,2010
ser.lighting.other,Peak,,UK,A,14,0,2010
ser.other,Peak,,UK,A,14,0,2010
ser.refrigeration,Peak,,UK,A,14,0,2010
ser.hot-water.high-consumption,Peak,,UK,A,14,0,2010
ser.hot-water.low-consumption,Peak,,UK,A,14,0,2010
CO2f,Peak,,UK,A,14,0,2010
kerosene,Peak,,UK,A,14,18.21616657,2010
res.cooking.other,Peak,,UK,A,14,0,2010
res.cooking.hobs,Peak,,UK,A,14,0,2010
res.cooking.ovens,Peak,,UK,A,14,0,2010
res.consumer-electronics.tv,Peak,,UK,A,14,0,2010
res.freezers,Peak,,UK,A,14,0,2010
res.cooling,Peak,,UK,A,14,0,2010
res.computers,Peak,,UK,A,14,0,2010
res.refrigerators,Peak,,UK,A,14,0,2010
res.lighting,Peak,,UK,A,14,0,2010
res.other,Peak,,UK,A,14,0,2010
res.wet.appliances,Peak,,UK,A,14,0,2010
res.space-heat.existing-average,Peak,,UK,A,14,0,2010
res.space-heat.new-average,Peak,,UK,A,14,0,2010
res.hot-water.existing-average,Peak,,UK,A,14,0,2010
res.hot-water.new-average,Peak,,UK,A,14,0,2010
nga,Evening,,UK,A,15,12.552,2010
bog,Evening,,UK,A,15,10.019,2010
biomass,Evening,,UK,A,15,10.019,2010
elc,Evening,,UK,A,15,43.34267522,2010
oil,Evening,,UK,A,15,19.7944343,2010
hco,Evening,,UK,A,15,19.7944343,2010
lfo,Evening,,UK,A,15,19.7944343,2010
wood,Evening,,UK,A,15,10.019,2010
hydrogen,Evening,,UK,A,15,105.016835,2010
pellets,Evening,,UK,A,15,20.58703511,2010
solar,Evening,,UK,A,15,0.0,2010
ser.cooling.high-consumption,Evening,,UK,A,15,0,2010
ser.cooking,Evening,,UK,A,15,0,2010
ser.computing,Evening,,UK,A,15,0,2010
ser.space-heat.high-consumption,Evening,,UK,A,15,0,2010
ser.space-heat.low-consumption,Evening,,UK,A,15,0,2010
ser.lighting.office,Evening,,UK,A,15,0,2010
ser.lighting.other,Evening,,UK,A,15,0,2010
ser.other,Evening,,UK,A,15,0,2010
ser.refrigeration,Evening,,UK,A,15,0,2010
ser.hot-water.high-consumption,Evening,,UK,A,15,0,2010
ser.hot-water.low-consumption,Evening,,UK,A,15,0,2010
CO2f,Evening,,UK,A,15,0,2010
kerosene,Evening,,UK,A,15,18.21616657,2010
res.cooking.other,Evening,,UK,A,15,0,2010
res.cooking.hobs,Evening,,UK,A,15,0,2010
res.cooking.ovens,Evening,,UK,A,15,0,2010
res.consumer-electronics.tv,Evening,,UK,A,15,0,2010
res.freezers,Evening,,UK,A,15,0,2010
res.cooling,Evening,,UK,A,15,0,2010
res.computers,Evening,,UK,A,15,0,2010
res.refrigerators,Evening,,UK,A,15,0,2010
res.lighting,Evening,,UK,A,15,0,2010
res.other,Evening,,UK,A,15,0,2010
res.wet.appliances,Evening,,UK,A,15,0,2010
res.space-heat.existing-average,Evening,,UK,A,15,0,2010
res.space-heat.new-average,Evening,,UK,A,15,0,2010
res.hot-water.existing-average,Evening,,UK,A,15,0,2010
res.hot-water.new-average,Evening,,UK,A,15,0,2010
nga,Night,12.47950000000,UK,W,0,12.552,2015
bog,Night,11.84850000000,UK,W,0,10.019,2015
biomass,Night,11.84850000000,UK,W,0,10.019,2015
elc,Night,45.82250000000,UK,W,0,43.34267522,2015
oil,Night,19.79440000000,UK,W,0,19.7944343,2015
hco,Night,17.90350000000,UK,W,0,19.7944343,2015
lfo,Night,17.90350000000,UK,W,0,19.7944343,2015
wood,Night,11.84850000000,UK,W,0,10.019,2015
hydrogen,Night,105.01680000000,UK,W,0,105.016835,2015
pellets,Night,17.93240000000,UK,W,0,20.58703511,2015
ser.cooking,Night,1.44540000000,UK,W,0,0,2015
ser.computing,Night,21.36260000000,UK,W,0,0,2015
ser.space-heat.high-consumption,Night,7.21290000000,UK,W,0,0,2015
ser.space-heat.low-consumption,Night,0.38360000000,UK,W,0,0,2015
ser.lighting.office,Night,0.03960000000,UK,W,0,0,2015
ser.lighting.other,Night,0.02510000000,UK,W,0,0,2015
ser.other,Night,0.18920000000,UK,W,0,0,2015
ser.refrigeration,Night,4.02070000000,UK,W,0,0,2015
ser.hot-water.high-consumption,Night,0.36470000000,UK,W,0,0,2015
ser.hot-water.low-consumption,Night,0.48420000000,UK,W,0,0,2015
kerosene,Night,13.98540000000,UK,W,0,18.21616657,2015
res.cooking.other,Night,1.17680000000,UK,W,0,0,2015
res.cooking.hobs,Night,2.30620000000,UK,W,0,0,2015
res.cooking.ovens,Night,2.27180000000,UK,W,0,0,2015
res.consumer-electronics.tv,Night,6.19360000000,UK,W,0,0,2015
res.freezers,Night,1.97100000000,UK,W,0,0,2015
res.computers,Night,15.42860000000,UK,W,0,0,2015
res.refrigerators,Night,3.16560000000,UK,W,0,0,2015
res.lighting,Night,0.01390000000,UK,W,0,0,2015
res.wet.appliances,Night,13.17480000000,UK,W,0,0,2015
res.space-heat.existing-average,Night,0.65660000000,UK,W,0,0,2015
res.hot-water.existing-average,Night,0.03010000000,UK,W,0,0,2015
nga,Day,12.47950000000,UK,W,1,12.552,2015
bog,Day,11.84850000000,UK,W,1,10.019,2015
biomass,Day,11.84850000000,UK,W,1,10.019,2015
elc,Day,45.82250000000,UK,W,1,43.34267522,2015
oil,Day,19.79440000000,UK,W,1,19.7944343,2015
hco,Day,17.90350000000,UK,W,1,19.7944343,2015
lfo,Day,17.90350000000,UK,W,1,19.7944343,2015
wood,Day,11.84850000000,UK,W,1,10.019,2015
hydrogen,Day,105.01680000000,UK,W,1,105.016835,2015
pellets,Day,17.93240000000,UK,W,1,20.58703511,2015
ser.cooking,Day,2.06490000000,UK,W,1,0,2015
ser.computing,Day,30.51800000000,UK,W,1,0,2015
ser.space-heat.high-consumption,Day,10.83470000000,UK,W,1,0,2015
ser.space-heat.low-consumption,Day,0.53970000000,UK,W,1,0,2015
ser.lighting.office,Day,0.05650000000,UK,W,1,0,2015
ser.lighting.other,Day,0.03590000000,UK,W,1,0,2015
ser.other,Day,0.27020000000,UK,W,1,0,2015
ser.refrigeration,Day,5.74380000000,UK,W,1,0,2015
ser.hot-water.high-consumption,Day,0.52970000000,UK,W,1,0,2015
ser.hot-water.low-consumption,Day,2.28930000000,UK,W,1,0,2015
kerosene,Day,13.98540000000,UK,W,1,18.21616657,2015
res.cooking.other,Day,1.68110000000,UK,W,1,0,2015
res.cooking.hobs,Day,3.29450000000,UK,W,1,0,2015
res.cooking.ovens,Day,3.24540000000,UK,W,1,0,2015
res.consumer-electronics.tv,Day,8.84800000000,UK,W,1,0,2015
res.freezers,Day,2.81570000000,UK,W,1,0,2015
res.computers,Day,22.04080000000,UK,W,1,0,2015
res.refrigerators,Day,4.52230000000,UK,W,1,0,2015
res.lighting,Day,0.01990000000,UK,W,1,0,2015
res.wet.appliances,Day,18.82110000000,UK,W,1,0,2015
res.space-heat.existing-average,Day,0.76740000000,UK,W,1,0,2015
res.hot-water.existing-average,Day,0.24610000000,UK,W,1,0,2015
nga,Peak,12.47950000000,UK,W,2,12.552,2015
bog,Peak,11.84850000000,UK,W,2,10.019,2015
biomass,Peak,11.84850000000,UK,W,2,10.019,2015
elc,Peak,45.82250000000,UK,W,2,43.34267522,2015
oil,Peak,19.79440000000,UK,W,2,19.7944343,2015
hco,Peak,17.90350000000,UK,W,2,19.7944343,2015
lfo,Peak,17.90350000000,UK,W,2,19.7944343,2015
wood,Peak,11.84850000000,UK,W,2,10.019,2015
hydrogen,Peak,105.01680000000,UK,W,2,105.016835,2015
pellets,Peak,17.93240000000,UK,W,2,20.58703511,2015
ser.computing,Peak,9.15540000000,UK,W,2,0,2015
ser.space-heat.high-consumption,Peak,1.67610000000,UK,W,2,0,2015
ser.space-heat.low-consumption,Peak,0.09900000000,UK,W,2,0,2015
ser.lighting.office,Peak,0.01700000000,UK,W,2,0,2015
ser.lighting.other,Peak,0.01080000000,UK,W,2,0,2015
ser.other,Peak,0.08110000000,UK,W,2,0,2015
ser.refrigeration,Peak,1.72310000000,UK,W,2,0,2015
ser.hot-water.high-consumption,Peak,0.12570000000,UK,W,2,0,2015
ser.hot-water.low-consumption,Peak,0.15150000000,UK,W,2,0,2015
kerosene,Peak,13.98540000000,UK,W,2,18.21616657,2015
res.cooking.other,Peak,0.50430000000,UK,W,2,0,2015
res.cooking.hobs,Peak,0.98840000000,UK,W,2,0,2015
res.cooking.ovens,Peak,0.97360000000,UK,W,2,0,2015
res.consumer-electronics.tv,Peak,2.65440000000,UK,W,2,0,2015
res.freezers,Peak,0.84470000000,UK,W,2,0,2015
res.computers,Peak,6.61220000000,UK,W,2,0,2015
res.refrigerators,Peak,1.35670000000,UK,W,2,0,2015
res.lighting,Peak,0.00600000000,UK,W,2,0,2015
res.space-heat.existing-average,Peak,0.14140000000,UK,W,2,0,2015
res.hot-water.existing-average,Peak,0.01260000000,UK,W,2,0,2015
nga,Evening,12.47950000000,UK,W,3,12.552,2015
bog,Evening,11.84850000000,UK,W,3,10.019,2015
biomass,Evening,11.84850000000,UK,W,3,10.019,2015
elc,Evening,45.82250000000,UK,W,3,43.34267522,2015
oil,Evening,19.79440000000,UK,W,3,19.7944343,2015
hco,Evening,17.90350000000,UK,W,3,19.7944343,2015
lfo,Evening,17.90350000000,UK,W,3,19.7944343,2015
wood,Evening,11.84850000000,UK,W,3,10.019,2015
hydrogen,Evening,105.01680000000,UK,W,3,105.016835,2015
pellets,Evening,17.93240000000,UK,W,3,20.58703511,2015
ser.cooking,Evening,0.82600000000,UK,W,3,0,2015
ser.computing,Evening,12.20720000000,UK,W,3,0,2015
ser.space-heat.high-consumption,Evening,3.63210000000,UK,W,3,0,2015
ser.space-heat.low-consumption,Evening,0.18110000000,UK,W,3,0,2015
ser.lighting.office,Evening,0.02260000000,UK,W,3,0,2015
ser.lighting.other,Evening,0.01440000000,UK,W,3,0,2015
ser.other,Evening,0.10810000000,UK,W,3,0,2015
ser.refrigeration,Evening,2.29750000000,UK,W,3,0,2015
ser.hot-water.high-consumption,Evening,0.25020000000,UK,W,3,0,2015
ser.hot-water.low-consumption,Evening,0.33230000000,UK,W,3,0,2015
kerosene,Evening,13.98540000000,UK,W,3,18.21616657,2015
res.cooking.other,Evening,0.67240000000,UK,W,3,0,2015
res.cooking.hobs,Evening,1.31780000000,UK,W,3,0,2015
res.cooking.ovens,Evening,1.29820000000,UK,W,3,0,2015
res.consumer-electronics.tv,Evening,3.53920000000,UK,W,3,0,2015
res.freezers,Evening,1.12630000000,UK,W,3,0,2015
res.computers,Evening,8.81630000000,UK,W,3,0,2015
res.refrigerators,Evening,1.80890000000,UK,W,3,0,2015
res.lighting,Evening,0.00800000000,UK,W,3,0,2015
res.wet.appliances,Evening,7.52840000000,UK,W,3,0,2015
res.space-heat.existing-average,Evening,0.29480000000,UK,W,3,0,2015
res.hot-water.existing-average,Evening,0.02020000000,UK,W,3,0,2015
nga,Night,12.47950000000,UK,P,4,12.552,2015
bog,Night,11.84850000000,UK,P,4,10.019,2015
biomass,Night,11.84850000000,UK,P,4,10.019,2015
elc,Night,45.82250000000,UK,P,4,43.34267522,2015
oil,Night,19.79440000000,UK,P,4,19.7944343,2015
hco,Night,17.90350000000,UK,P,4,19.7944343,2015
lfo,Night,17.90350000000,UK,P,4,19.7944343,2015
wood,Night,11.84850000000,UK,P,4,10.019,2015
hydrogen,Night,105.01680000000,UK,P,4,105.016835,2015
pellets,Night,17.93240000000,UK,P,4,20.58703511,2015
ser.cooking,Night,1.44540000000,UK,P,4,0,2015
ser.computing,Night,21.36260000000,UK,P,4,0,2015
ser.space-heat.high-consumption,Night,6.92860000000,UK,P,4,0,2015
ser.space-heat.low-consumption,Night,0.35690000000,UK,P,4,0,2015
ser.lighting.office,Night,0.03960000000,UK,P,4,0,2015
ser.lighting.other,Night,0.02510000000,UK,P,4,0,2015
ser.other,Night,0.18920000000,UK,P,4,0,2015
ser.refrigeration,Night,4.02070000000,UK,P,4,0,2015
ser.hot-water.high-consumption,Night,0.37120000000,UK,P,4,0,2015
ser.hot-water.low-consumption,Night,0.48370000000,UK,P,4,0,2015
kerosene,Night,13.98540000000,UK,P,4,18.21616657,2015
res.cooking.other,Night,1.17680000000,UK,P,4,0,2015
res.cooking.hobs,Night,2.30620000000,UK,P,4,0,2015
res.cooking.ovens,Night,2.27180000000,UK,P,4,0,2015
res.consumer-electronics.tv,Night,6.19360000000,UK,P,4,0,2015
res.freezers,Night,1.97100000000,UK,P,4,0,2015
res.computers,Night,15.42860000000,UK,P,4,0,2015
res.refrigerators,Night,3.16560000000,UK,P,4,0,2015
res.lighting,Night,0.01390000000,UK,P,4,0,2015
res.wet.appliances,Night,13.17480000000,UK,P,4,0,2015
res.space-heat.existing-average,Night,0.65170000000,UK,P,4,0,2015
res.hot-water.existing-average,Night,0.03010000000,UK,P,4,0,2015
nga,Day,12.47950000000,UK,P,5,12.552,2015
bog,Day,11.84850000000,UK,P,5,10.019,2015
biomass,Day,11.84850000000,UK,P,5,10.019,2015
elc,Day,45.82250000000,UK,P,5,43.34267522,2015
oil,Day,19.79440000000,UK,P,5,19.7944343,2015
hco,Day,17.90350000000,UK,P,5,19.7944343,2015
lfo,Day,17.90350000000,UK,P,5,19.7944343,2015
wood,Day,11.84850000000,UK,P,5,10.019,2015
hydrogen,Day,105.01680000000,UK,P,5,105.016835,2015
pellets,Day,17.93240000000,UK,P,5,20.58703511,2015
ser.cooking,Day,2.06490000000,UK,P,5,0,2015
ser.computing,Day,30.51800000000,UK,P,5,0,2015
ser.space-heat.high-consumption,Day,13.41870000000,UK,P,5,0,2015
ser.space-heat.low-consumption,Day,0.77410000000,UK,P,5,0,2015
ser.lighting.office,Day,0.05650000000,UK,P,5,0,2015
ser.lighting.other,Day,0.03590000000,UK,P,5,0,2015
ser.other,Day,0.27020000000,UK,P,5,0,2015
ser.refrigeration,Day,5.74380000000,UK,P,5,0,2015
ser.hot-water.high-consumption,Day,0.56210000000,UK,P,5,0,2015
ser.hot-water.low-consumption,Day,2.27820000000,UK,P,5,0,2015
kerosene,Day,13.98540000000,UK,P,5,18.21616657,2015
res.cooking.other,Day,1.68110000000,UK,P,5,0,2015
res.cooking.hobs,Day,3.29450000000,UK,P,5,0,2015
res.cooking.ovens,Day,3.24540000000,UK,P,5,0,2015
res.consumer-electronics.tv,Day,8.84800000000,UK,P,5,0,2015
res.freezers,Day,2.81570000000,UK,P,5,0,2015
res.computers,Day,22.04080000000,UK,P,5,0,2015
res.refrigerators,Day,4.52230000000,UK,P,5,0,2015
res.lighting,Day,0.01990000000,UK,P,5,0,2015
res.wet.appliances,Day,18.82110000000,UK,P,5,0,2015
res.space-heat.existing-average,Day,1.15410000000,UK,P,5,0,2015
res.hot-water.existing-average,Day,0.24240000000,UK,P,5,0,2015
nga,Peak,12.47950000000,UK,P,6,12.552,2015
bog,Peak,11.84850000000,UK,P,6,10.019,2015
biomass,Peak,11.84850000000,UK,P,6,10.019,2015
elc,Peak,45.82250000000,UK,P,6,43.34267522,2015
oil,Peak,19.79440000000,UK,P,6,19.7944343,2015
hco,Peak,17.90350000000,UK,P,6,19.7944343,2015
lfo,Peak,17.90350000000,UK,P,6,19.7944343,2015
wood,Peak,11.84850000000,UK,P,6,10.019,2015
hydrogen,Peak,105.01680000000,UK,P,6,105.016835,2015
pellets,Peak,17.93240000000,UK,P,6,20.58703511,2015
ser.computing,Peak,9.15540000000,UK,P,6,0,2015
ser.space-heat.high-consumption,Peak,2.48020000000,UK,P,6,0,2015
ser.space-heat.low-consumption,Peak,0.11870000000,UK,P,6,0,2015
ser.lighting.office,Peak,0.01700000000,UK,P,6,0,2015
ser.lighting.other,Peak,0.01080000000,UK,P,6,0,2015
ser.other,Peak,0.08110000000,UK,P,6,0,2015
ser.refrigeration,Peak,1.72310000000,UK,P,6,0,2015
ser.hot-water.high-consumption,Peak,0.12800000000,UK,P,6,0,2015
ser.hot-water.low-consumption,Peak,0.15150000000,UK,P,6,0,2015
kerosene,Peak,13.98540000000,UK,P,6,18.21616657,2015
res.cooking.other,Peak,0.50430000000,UK,P,6,0,2015
res.cooking.hobs,Peak,0.98840000000,UK,P,6,0,2015
res.cooking.ovens,Peak,0.97360000000,UK,P,6,0,2015
res.consumer-electronics.tv,Peak,2.65440000000,UK,P,6,0,2015
res.freezers,Peak,0.84470000000,UK,P,6,0,2015
res.computers,Peak,6.61220000000,UK,P,6,0,2015
res.refrigerators,Peak,1.35670000000,UK,P,6,0,2015
res.lighting,Peak,0.00600000000,UK,P,6,0,2015
res.space-heat.existing-average,Peak,0.18680000000,UK,P,6,0,2015
res.hot-water.existing-average,Peak,0.01260000000,UK,P,6,0,2015
nga,Evening,12.47950000000,UK,P,7,12.552,2015
bog,Evening,11.84850000000,UK,P,7,10.019,2015
biomass,Evening,11.84850000000,UK,P,7,10.019,2015
elc,Evening,45.82250000000,UK,P,7,43.34267522,2015
oil,Evening,19.79440000000,UK,P,7,19.7944343,2015
hco,Evening,17.90350000000,UK,P,7,19.7944343,2015
lfo,Evening,17.90350000000,UK,P,7,19.7944343,2015
wood,Evening,11.84850000000,UK,P,7,10.019,2015
hydrogen,Evening,105.01680000000,UK,P,7,105.016835,2015
pellets,Evening,17.93240000000,UK,P,7,20.58703511,2015
ser.cooking,Evening,0.82600000000,UK,P,7,0,2015
ser.computing,Evening,12.20720000000,UK,P,7,0,2015
ser.space-heat.high-consumption,Evening,3.82520000000,UK,P,7,0,2015
ser.space-heat.low-consumption,Evening,0.19770000000,UK,P,7,0,2015
ser.lighting.office,Evening,0.02260000000,UK,P,7,0,2015
ser.lighting.other,Evening,0.01440000000,UK,P,7,0,2015
ser.other,Evening,0.10810000000,UK,P,7,0,2015
ser.refrigeration,Evening,2.29750000000,UK,P,7,0,2015
ser.hot-water.high-consumption,Evening,0.25230000000,UK,P,7,0,2015
ser.hot-water.low-consumption,Evening,0.33230000000,UK,P,7,0,2015
kerosene,Evening,13.98540000000,UK,P,7,18.21616657,2015
res.cooking.other,Evening,0.67240000000,UK,P,7,0,2015
res.cooking.hobs,Evening,1.31780000000,UK,P,7,0,2015
res.cooking.ovens,Evening,1.29820000000,UK,P,7,0,2015
res.consumer-electronics.tv,Evening,3.53920000000,UK,P,7,0,2015
res.freezers,Evening,1.12630000000,UK,P,7,0,2015
res.computers,Evening,8.81630000000,UK,P,7,0,2015
res.refrigerators,Evening,1.80890000000,UK,P,7,0,2015
res.lighting,Evening,0.00800000000,UK,P,7,0,2015
res.wet.appliances,Evening,7.52840000000,UK,P,7,0,2015
res.space-heat.existing-average,Evening,0.34950000000,UK,P,7,0,2015
res.hot-water.existing-average,Evening,0.02020000000,UK,P,7,0,2015
nga,Night,12.47950000000,UK,S,8,12.552,2015
bog,Night,11.84850000000,UK,S,8,10.019,2015
biomass,Night,11.84850000000,UK,S,8,10.019,2015
elc,Night,45.82250000000,UK,S,8,43.34267522,2015
oil,Night,19.79440000000,UK,S,8,19.7944343,2015
hco,Night,17.90350000000,UK,S,8,19.7944343,2015
lfo,Night,17.90350000000,UK,S,8,19.7944343,2015
wood,Night,11.84850000000,UK,S,8,10.019,2015
hydrogen,Night,105.01680000000,UK,S,8,105.016835,2015
pellets,Night,17.93240000000,UK,S,8,20.58703511,2015
ser.cooking,Night,1.44540000000,UK,S,8,0,2015
ser.computing,Night,21.36260000000,UK,S,8,0,2015
ser.space-heat.high-consumption,Night,28.91620000000,UK,S,8,0,2015
ser.space-heat.low-consumption,Night,2.24480000000,UK,S,8,0,2015
ser.lighting.office,Night,0.03960000000,UK,S,8,0,2015
ser.lighting.other,Night,0.02510000000,UK,S,8,0,2015
ser.other,Night,0.18920000000,UK,S,8,0,2015
ser.refrigeration,Night,4.02070000000,UK,S,8,0,2015
ser.hot-water.high-consumption,Night,0.42020000000,UK,S,8,0,2015
ser.hot-water.low-consumption,Night,0.51410000000,UK,S,8,0,2015
kerosene,Night,13.98540000000,UK,S,8,18.21616657,2015
res.cooking.other,Night,1.17680000000,UK,S,8,0,2015
res.cooking.hobs,Night,2.30620000000,UK,S,8,0,2015
res.cooking.ovens,Night,2.27180000000,UK,S,8,0,2015
res.consumer-electronics.tv,Night,6.19360000000,UK,S,8,0,2015
res.freezers,Night,1.97100000000,UK,S,8,0,2015
res.computers,Night,15.42860000000,UK,S,8,0,2015
res.refrigerators,Night,3.16560000000,UK,S,8,0,2015
res.lighting,Night,0.01390000000,UK,S,8,0,2015
res.wet.appliances,Night,13.17480000000,UK,S,8,0,2015
res.space-heat.existing-average,Night,3.23390000000,UK,S,8,0,2015
res.hot-water.existing-average,Night,0.03400000000,UK,S,8,0,2015
nga,Day,12.47950000000,UK,S,9,12.552,2015
bog,Day,11.84850000000,UK,S,9,10.019,2015
biomass,Day,11.84850000000,UK,S,9,10.019,2015
elc,Day,45.82250000000,UK,S,9,43.34267522,2015
oil,Day,19.79440000000,UK,S,9,19.7944343,2015
hco,Day,17.90350000000,UK,S,9,19.7944343,2015
lfo,Day,17.90350000000,UK,S,9,19.7944343,2015
wood,Day,11.84850000000,UK,S,9,10.019,2015
hydrogen,Day,105.01680000000,UK,S,9,105.016835,2015
pellets,Day,17.93240000000,UK,S,9,20.58703511,2015
ser.cooking,Day,2.06490000000,UK,S,9,0,2015
ser.computing,Day,30.51800000000,UK,S,9,0,2015
ser.space-heat.high-consumption,Day,10.64920000000,UK,S,9,0,2015
ser.space-heat.low-consumption,Day,4.92440000000,UK,S,9,0,2015
ser.lighting.office,Day,0.05650000000,UK,S,9,0,2015
ser.lighting.other,Day,0.03590000000,UK,S,9,0,2015
ser.other,Day,0.27020000000,UK,S,9,0,2015
ser.refrigeration,Day,5.74380000000,UK,S,9,0,2015
ser.hot-water.high-consumption,Day,0.75380000000,UK,S,9,0,2015
ser.hot-water.low-consumption,Day,2.45800000000,UK,S,9,0,2015
kerosene,Day,13.98540000000,UK,S,9,18.21616657,2015
res.cooking.other,Day,1.68110000000,UK,S,9,0,2015
res.cooking.hobs,Day,3.29450000000,UK,S,9,0,2015
res.cooking.ovens,Day,3.24540000000,UK,S,9,0,2015
