ProcessName,RegionName,Time,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Fuel,EndUse,s1,A1,A2,A3,B4,B5,B6,C7,C8,C9,D10,D11,D12,E13,E14,F15,F16,G17,G18,H19,H20,I21,I22,J23,J24
SHLBLSRP01 [SER.HEAT.LOW-CONSUMPTION: .01.PELH.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,17.5695220534223,1,1.75695220534223,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,0.85,0.1,SOLAR,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCSHCAVW01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.CAVITY-WALL-INSULATION.],UK,2010,17.8738306516859,1,0.000214260703757405,1,0,1,100000000.0,100,8.73988781845774,200.0,1.0,1,1.0,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEACSVSOL01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION.SOLID-WALL.SYSTEM.],UK,2010,171.7822523,1,0.000281026,1,0,1,100000000.0,100,19.41787698,200,1,1,1,0.1,SOLAR,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCHHHOB01 [RES.COOKING: .01.HOB.HYDROGEN.],UK,2010,175.7142857,1,8.785714286,1,0,1,100000000.0,100,100000000,14,1,1,0.8,0.1,HYDROGEN,RES.COOKING.HOBS,0,0.029124055,0.030260551,0.037376932,0.026660799,0.059407004,0.032161794,0.038757723,0.030961106,0.035443826,0.041221902,0.026362474,0.041976026,0.053903931,0.043229359,0.061982478,0.023923232,0.053139416,0.047673287,0.044188293,0.033383262,0.043229359,0.049750938,0.048136476,0.067745777
RCHGHOB00 [RES.COOKING: .00.HOB.GAS.]; RCHGHOB01 [RES.COOKING: .01.HOB.GAS.],UK,2010,175.7142857,1,8.785714286,1,0,1,100000000.0,100,100000000,14,1,1,0.8,0.1,NGA,RES.COOKING.HOBS,0,0.029124055,0.030260551,0.037376932,0.026660799,0.059407004,0.032161794,0.038757723,0.030961106,0.035443826,0.041221902,0.026362474,0.041976026,0.053903931,0.043229359,0.061982478,0.023923232,0.053139416,0.047673287,0.044188293,0.033383262,0.043229359,0.049750938,0.048136476,0.067745777
RCHHOVEN01 [RES.COOKING: .01.OVEN.HYDROGEN.],UK,2010,175.7142857,1,8.785714286,1,0,1,100000000.0,100,100000000,14,1,1,1.115535389,0.1,HYDROGEN,RES.COOKING.OVENS,0,0.029124055,0.030260551,0.037376932,0.026660799,0.059407004,0.032161794,0.038757723,0.030961106,0.035443826,0.041221902,0.026362474,0.041976026,0.053903931,0.043229359,0.061982478,0.023923232,0.053139416,0.047673287,0.044188293,0.033383262,0.043229359,0.049750938,0.048136476,0.067745777
RCHGOVEN00 [RES.COOKING: .00.OVEN.GAS.]; RCHGOVEN01 [RES.COOKING: .01.OVEN.GAS.],UK,2010,175.7142857,1,8.785714286,1,0,1,100000000.0,100,100000000,14,1,1,1.115535389,0.1,NGA,RES.COOKING.OVENS,0,0.029124055,0.030260551,0.037376932,0.026660799,0.059407004,0.032161794,0.038757723,0.030961106,0.035443826,0.041221902,0.026362474,0.041976026,0.053903931,0.043229359,0.061982478,0.023923232,0.053139416,0.047673287,0.044188293,0.033383262,0.043229359,0.049750938,0.048136476,0.067745777
SHHVACAE00 [SER.HEAT.HIGH-CONSUMPTION: .00.ELC.HVAC.HFC.AIR.]; SHHVACAE01 [SER.HEAT.HIGH-CONSUMPTION: .01.ELC.HVAC.HFC.AIR.],UK,2010,177.777777777778,1,5.33333333333333,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.5,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHA-CAE00 [SER.HEAT.HIGH-CONSUMPTION: .00.ELC.AIR-CONDITIONER.HFC.AIR.]; SHHA-CAE01 [SER.HEAT.HIGH-CONSUMPTION: .01.ELC.AIR-CONDITIONER.HFC.AIR.],UK,2010,177.777777777778,1,5.33333333333333,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,3.0,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEAGHBRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.RADIATOR.],UK,2010,18.10932041,1,1.086559225,1,0,1,100000000.0,100,100000000,20,1,1,0.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHEAGHHRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.GROUND.HDG.BOILER.RADIATOR.],UK,2010,18.10932041,1,1.086559225,1,0,1,100000000.0,100,100000000,20,1,1,2.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
SHLGHBRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.NGA.BOILER.RADIATOR.],UK,2010,18.4449625513378,1,1.10669775308027,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,0.9,0.1,ELC,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHLGHHRE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.HYG.BOILER.RADIATOR.],UK,2010,18.4449625513378,1,1.10669775308027,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,2.4872278501386,0.1,ELC,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHLGHHUE01 [SER.HEAT.LOW-CONSUMPTION: .01.ELC.HEAT PUMP.GROUND.HYG.BOILER.UNDERFLOOR.],UK,2010,18.4449625513378,1,1.10669775308027,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,3.01572875749925,0.1,ELC,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNABLCRP01 [RES.HEAT.NEW-AVERAGE: .01.PEL.BOILER.CON.RADIATOR.],UK,2010,18.95238889,1,1.895238889,1,0,1,100000000.0,100,100000000,20,1,1,0.74,0.1,PELLETS,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0.370784622,0,0,0,0,0,0,0,0,0,0,0,0.331665917,0.29754946,0,0,0,0,0,0
RHNABLRRW01 [RES.HEAT.NEW-AVERAGE: .01.WOD.BOILER.CON.RADIATOR.],UK,2010,18.95238889,1,1.895238889,1,0,1,100000000.0,100,100000000,20,1,1,0.74,0.1,WOOD,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0.370784622,0,0,0,0,0,0,0,0,0,0,0,0.331665917,0.29754946,0,0,0,0,0,0
RECOLFRE02 [RES.FREEZERS: .01.CLASS-A+++.],UK,2010,180.5555556,1,9.027777778,1,0,1,100000000.0,100,100000000,15,1,1,1.273439658,0.1,ELC,RES.FREEZERS,0,0.015237743,0.015832359,0.019555659,0.0077566,0.030324207,0.016827091,0.02027809,0.009007716,0.018544255,0.021567352,0.01379288,0.021961911,0.028202605,0.022617656,0.031638854,0.006960142,0.027124927,0.024334751,0.022555841,0.017466165,0.022617656,0.026029754,0.025185066,0.03458072
SHLBLRRC00 [SER.HEAT.LOW-CONSUMPTION: .00.HCO.BOILER.STD.RADIATOR.],UK,2010,19.5,1,0.662366631543604,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.6,0.1,HCO,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHBLRRC00 [SER.HEAT.HIGH-CONSUMPTION: .00.HCO.BOILER.STD.RADIATOR.]; SHHBLRRC01 [SER.HEAT.HIGH-CONSUMPTION: .01.HCO.BOILER.STD.RADIATOR.],UK,2010,19.5,1,0.975,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.8,0.1,HCO,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHBLRRW00 [SER.HEAT.HIGH-CONSUMPTION: .00.WOD.BOILER.STD.RADIATOR.]; SHHBLRRW01 [SER.HEAT.HIGH-CONSUMPTION: .01.WOD.BOILER.STD.RADIATOR.],UK,2010,19.5015220700152,1,0.975076103500761,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.8,0.1,WOOD,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHDAIR00 [SER.HEAT.HIGH-CONSUMPTION: .00.AIR.DELIVERY.]; SHHDAIR01 [SER.HEAT.HIGH-CONSUMPTION: .01.AIR.DELIVERY.],UK,2010,19.8952532271692,1,0.397905064543385,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHDRAD00 [SER.HEAT.HIGH-CONSUMPTION: .00.HTP.RADIATOR.]; SHHDRAD01 [SER.HEAT.HIGH-CONSUMPTION: .01.HTP.RADIATOR.],UK,2010,19.8952532271692,1,0.397905064543385,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,1.0,0.1,HCO,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEACSVSOL02 [RES.HEAT.EXISTING-AVERAGE: .02.CONSERVATION.SOLID-WALL.PRE-1966-SOLID-BRICK.],UK,2010,193.1945035,1,0.000281026,1,0,1,100000000.0,100,224.2887558,200,1,1,1,0.1,SOLAR,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHVACAE02 [SER.HEAT.HIGH-CONSUMPTION.02.ELC.HVAC.HFO-HC.AIR.],UK,2010,195.555555555556,1,5.86666666666667,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.5,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHHA-CAE02 [SER.HEAT.HIGH-CONSUMPTION.02.ELC.AIR-CONDITIONER.HFO-HC.AIR.],UK,2010,195.555555555556,1,5.86666666666667,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,3.0,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELITLED00 [RES.LIGHTING: .00.LED.]; RELITLED01 [RES.LIGHTING: .01.LED.],UK,2010,2.083333333,1,0,1,0,1,100000000.0,100,100000000,21,1,1,12.58503401,0.1,ELC,RES.LIGHTING,0,0.032392521,0.033656562,0.041571584,0.021405232,0.050606123,0.035771172,0.043107334,0.024857832,0.039421533,0.045848058,0.02932102,0.046686814,0.059953335,0.048080803,0.052800052,0.019207313,0.04526705,0.040610704,0.037641996,0.037129721,0.048080803,0.05533427,0.053538624,0.057709544
RWNAWHTRE01 [RES.WATER.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],UK,2010,2.097147725,1,0.209714772,1,0,1,100000000.0,100,100000000,15,1,1,0.85,0.1,ELC,RES.HOT-WATER.NEW-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHNASHTRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],UK,2010,2.097147725,1,0.209714772,1,0,1,100000000.0,100,100000000,15,1,1,0.9,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
SHLBLRRG00 [SER.HEAT.LOW-CONSUMPTION: .00.NGA.BOILER.STD.RADIATOR.],UK,2010,2.14606788620128,1,0.214606788620128,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.67,0.1,NGA,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHLBLCRG00 [SER.HEAT.LOW-CONSUMPTION: .00.NGA.BOILER.CON.RADIATOR.],UK,2010,2.14606788620128,1,0.214606788620128,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.86,0.1,NGA,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHLBLCRG01 [SER.HEAT.LOW-CONSUMPTION: .01.NGA.BOILER.CON.RADIATOR.],UK,2010,2.14606788620128,1,0.214606788620128,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.9,0.1,NGA,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLRRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.BOILER.STD.RADIATOR.],UK,2010,2.190124477,1,0.219012448,1,0,1,2.0,100,100000000,15,1,1,0.904614876,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHEABLRRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.BOILER.CON.RADIATOR.],UK,2010,2.190124477,1,0.219012448,1,0,1,100000000.0,100,100000000,15,1,1,1,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHNABLCRG01 [RES.HEAT.NEW-AVERAGE: .01.NGA.BOILER.CON.RADIATOR.],UK,2010,2.280723629,1,0.228072363,1,0,1,100000000.0,100,100000000,15,1,1,0.84,0.1,NGA,RES.SPACE-HEAT.NEW-AVERAGE,0,0.054528134,0.047201524,0.052977028,0,0,0.052493242,0.065430769,0,0.068253683,0.069729978,0.043800062,0.080123889,0.083400664,0.072847154,0,0,0,0,0,0.058238821,0.07711145,0.092418031,0.081445572,0
RHNABLCRH01 [RES.HEAT.NEW-AVERAGE: .01.HDG.BOILER.CON.RADIATOR.],UK,2010,2.3611442,1,0.23611442,1,0,1,100000000.0,100,100000000,15,1,1,0.84,0.1,HYDROGEN,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNANSTRE01 [RES.HEAT.NEW-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,2010,2.396740257,1,0.239674026,1,0,1,100000000.0,100,100000000,15,1,1,0.7,0.1,ELC,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RWEAWHTRE00 [RES.WATER.EXISTING-AVERAGE: .00.ELC.RESISTANCE.STANDALONE.],UK,2010,2.621434656,1,0.262143466,1,0,1,2.0,100,100000000,15,1,1,0.829474414,0.1,ELC,RES.HOT-WATER.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RWEAWHTRE01 [RES.WATER.EXISTING-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],UK,2010,2.621434656,1,0.262143466,1,0,1,100000000.0,100,100000000,15,1,1,0.85,0.1,ELC,RES.HOT-WATER.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHEASHTRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.],UK,2010,2.621434656,1,0.262143466,1,0,1,100000000.0,100,100000000,15,1,1,0.9,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHEASHTRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.RESISTANCE.STANDALONE.],UK,2010,2.621434656,1,0.262143466,1,0,1,2.0,100,100000000,15,1,1,0.913593005,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHEABLRRG00 [RES.HEAT.EXISTING-AVERAGE: .00.NGA.BOILER.STD.RADIATOR.],UK,2010,2.850904536,1,0.285090454,1,0,1,2.0,100,100000000,15,1,1,0.744430283,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0.054528134,0.047201524,0.052977028,0,0,0.052493242,0.065430769,0,0.068253683,0.069729978,0.043800062,0.080123889,0.083400664,0.072847154,0,0,0,0,0,0.058238821,0.07711145,0.092418031,0.081445572,0
RHEABLCRG01 [RES.HEAT.EXISTING-AVERAGE: .01.NGA.BOILER.CON.RADIATOR.],UK,2010,2.850904536,1,0.285090454,1,0,1,100000000.0,100,100000000,15,1,1,0.84,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0.054528134,0.047201524,0.052977028,0,0,0.052493242,0.065430769,0,0.068253683,0.069729978,0.043800062,0.080123889,0.083400664,0.072847154,0,0,0,0,0,0.058238821,0.07711145,0.092418031,0.081445572,0
RHEABLCRG00 [RES.HEAT.EXISTING-AVERAGE: .00.NGA.BOILER.CON.RADIATOR.],UK,2010,2.850904536,1,0.285090454,1,0,1,2.0,100,100000000,15,1,1,0.888379066,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0.054528134,0.047201524,0.052977028,0,0,0.052493242,0.065430769,0,0.068253683,0.069729978,0.043800062,0.080123889,0.083400664,0.072847154,0,0,0,0,0,0.058238821,0.07711145,0.092418031,0.081445572,0
SHHBLRRG00 [SER.HEAT.HIGH-CONSUMPTION: .00.NGA.BOILER.STD.RADIATOR.]; SHHBLRRG01 [SER.HEAT.HIGH-CONSUMPTION: .01.NGA.BOILER.STD.RADIATOR.],UK,2010,2.94901065449011,1,0.147450532724505,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.86,0.1,NGA,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLCRH01 [RES.HEAT.EXISTING-AVERAGE: .01.HDG.BOILER.CON.RADIATOR.],UK,2010,2.95143025,1,0.295143025,1,0,1,100000000.0,100,100000000,15,1,1,0.84,0.1,HYDROGEN,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEANSTRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,2010,2.995925321,1,0.299592532,1,0,1,100000000.0,100,100000000,15,1,1,0.7,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHEANSTRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.RESISTANCE.STANDALONE.NIGHT-STORAGE.],UK,2010,2.995925321,1,0.299592532,1,0,1,2.0,100,100000000,15,1,1,0.810297627,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
SHLBLSRW01 [SER.HEAT.LOW-CONSUMPTION: .01.WOD.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,20.6443567431374,1,2.06443567431374,1,0,1,100000000.0,100,100000000.0,19.0,1.0,1,1.0,0.1,SOLAR,SER.SPACE-HEAT.LOW-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEACSVCAV01 [RES.HEAT.EXISTING-AVERAGE: .01.CONSERVATION.CAVITY-WALL.EASY.],UK,2010,22.2701748,1,0.000281026,1,0,1,100000000.0,100,48.36568575,200,1,1,1,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0.170633091,0.233977656,0,0,0.198155701,0,0,0,0,0,0,0.244121298,0.153112254,0,0,0,0,0,0,0,0
RHNABLSRP01 [RES.HEAT.NEW-AVERAGE: .01.PEL.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,22.91177432,1,2.291177432,1,0,1,100000000.0,100,100000000,20,1,1,0.74,0.1,SOLAR,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHNABLSRW01 [RES.HEAT.NEW-AVERAGE: .01.WOD.BOILER.CON.SOLAR-THERMAL.RADIATOR.],UK,2010,22.91177432,1,2.291177432,1,0,1,100000000.0,100,100000000,20,1,1,1,0.1,SOLAR,RES.SPACE-HEAT.NEW-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCSHROFF01 [SER.HEAT.HIGH-CONSUMPTION: .01.CONSERVATION.FLAT-ROOF-INSULATION.],UK,2010,23.3867364020192,1,0.000214260703757405,1,0,1,100000000.0,100,58.9942427745897,200.0,1.0,1,1.0,0.1,ELC,SER.SPACE-HEAT.HIGH-CONSUMPTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHEABLRRC00 [RES.HEAT.EXISTING-AVERAGE: .00.HCO.BOILER.STD.RADIATOR.],UK,2010,23.69048611,1,0.469444512,1,0,1,2.0,100,100000000,15,1,1,0.435129571,0.1,HCO,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321913698,0,0.267688615,0,0,0,0,0.410397687
RHEABLRRO00 [RES.HEAT.EXISTING-AVERAGE: .00.OIL.BOILER.STD.RADIATOR.],UK,2010,23.69048611,1,0.469444512,1,0,1,2.0,100,100000000,15,1,1,0.538417981,0.1,OIL,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321913698,0,0.267688615,0,0,0,0,0.410397687
RHEABLCRO00 [RES.HEAT.EXISTING-AVERAGE: .00.OIL.BOILER.CON.RADIATOR.],UK,2010,23.69048611,1,0.469444512,1,0,1,2.0,100,100000000,15,1,1,0.63142551,0.1,OIL,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321913698,0,0.267688615,0,0,0,0,0.410397687
RHEABLRRW00 [RES.HEAT.EXISTING-AVERAGE: .00.WOD.BOILER.STD.RADIATOR.],UK,2010,23.69048611,1,2.369048611,1,0,1,2.0,100,100000000,20,1,1,0.075289294,0.1,WOOD,RES.SPACE-HEAT.EXISTING-AVERAGE,0,0,0,0,0,0.370784622,0,0,0,0,0,0,0,0,0,0,0,0.331665917,0.29754946,0,0,0,0,0,0
